,position_start,position_end,profit_return_lim,loss_return_lim,touch_time,label
0,2010-01-04 18:26:23,2010-01-05 18:59:52,0.0010734184468432586,-0.0010734184468432586,2010-01-05 04:42:24,1
1,2010-01-04 18:52:10,2010-01-05 18:59:52,0.0009488987701262789,-0.0009488987701262789,2010-01-04 21:21:08,1
2,2010-01-04 21:21:08,2010-01-05 22:01:33,0.0008891414770929012,-0.0008891414770929012,2010-01-05 02:43:02,-1
3,2010-01-04 22:43:50,2010-01-06 00:08:46,0.0008520360131008099,-0.0008520360131008099,2010-01-05 02:43:02,-1
4,2010-01-05 00:14:59,2010-01-06 01:14:27,0.0007937443524799569,-0.0007937443524799569,2010-01-05 02:43:02,-1
5,2010-01-05 01:42:42,2010-01-06 01:56:56,0.0008010436471227165,-0.0008010436471227165,2010-01-05 02:43:02,-1
6,2010-01-05 02:05:06,2010-01-06 02:14:49,0.0010933857369986224,-0.0010933857369986224,2010-01-05 02:43:02,-1
7,2010-01-05 02:21:45,2010-01-06 02:24:11,0.001409607367044329,-0.001409607367044329,2010-01-05 04:42:24,1
8,2010-01-05 02:43:02,2010-01-06 02:50:44,0.0015882628714598845,-0.0015882628714598845,2010-01-05 04:42:24,1
9,2010-01-05 02:47:28,2010-01-06 02:50:44,0.0017652834062870492,-0.0017652834062870492,2010-01-05 04:42:24,1
10,2010-01-05 03:04:34,2010-01-06 03:17:50,0.0017617613835083366,-0.0017617613835083366,2010-01-05 05:46:33,1
11,2010-01-05 03:10:21,2010-01-06 03:17:50,0.0017369640023534394,-0.0017369640023534394,2010-01-05 05:46:33,1
12,2010-01-05 03:10:57,2010-01-06 03:17:50,0.001714580019959966,-0.001714580019959966,2010-01-05 05:46:33,1
13,2010-01-05 03:15:27,2010-01-06 03:17:50,0.0016717769172673715,-0.0016717769172673715,2010-01-05 06:48:24,1
14,2010-01-05 03:43:42,2010-01-06 03:44:01,0.001587011841180895,-0.001587011841180895,2010-01-05 06:50:45,1
15,2010-01-05 03:54:48,2010-01-06 04:01:04,0.00154081472572348,-0.00154081472572348,2010-01-05 06:50:45,1
16,2010-01-05 04:14:21,2010-01-06 04:16:33,0.0014981409787986418,-0.0014981409787986418,2010-01-05 06:48:24,1
17,2010-01-05 04:21:04,2010-01-06 04:42:47,0.0014612282487437241,-0.0014612282487437241,2010-01-05 05:46:33,1
18,2010-01-05 04:42:24,2010-01-06 04:42:47,0.0014430507679873358,-0.0014430507679873358,2010-01-05 15:30:16,1
19,2010-01-05 05:01:21,2010-01-06 05:25:00,0.00141854100933146,-0.00141854100933146,2010-01-05 15:30:16,1
20,2010-01-05 05:01:48,2010-01-06 05:25:00,0.0013970008121178565,-0.0013970008121178565,2010-01-05 15:30:16,1
21,2010-01-05 05:02:53,2010-01-06 05:25:00,0.001373172246125144,-0.001373172246125144,2010-01-05 15:30:16,1
22,2010-01-05 05:08:04,2010-01-06 05:25:00,0.0013415926873655,-0.0013415926873655,2010-01-05 06:50:45,1
23,2010-01-05 05:15:54,2010-01-06 05:25:00,0.0013121446873059323,-0.0013121446873059323,2010-01-05 06:50:45,1
24,2010-01-05 05:19:16,2010-01-06 05:25:00,0.0012909053481239086,-0.0012909053481239086,2010-01-05 06:48:24,1
25,2010-01-05 05:21:01,2010-01-06 05:25:00,0.0012721696917058043,-0.0012721696917058043,2010-01-05 05:46:33,1
26,2010-01-05 05:46:33,2010-01-06 05:48:52,0.0012556825589428104,-0.0012556825589428104,2010-01-05 15:30:16,1
27,2010-01-05 06:03:39,2010-01-06 06:04:53,0.0012305701896217726,-0.0012305701896217726,2010-01-05 06:50:45,1
28,2010-01-05 06:04:52,2010-01-06 06:04:53,0.0012082568598726195,-0.0012082568598726195,2010-01-05 06:50:45,1
29,2010-01-05 06:10:30,2010-01-06 06:24:24,0.00116486178699026,-0.00116486178699026,2010-01-05 06:50:45,1
30,2010-01-05 06:41:46,2010-01-06 07:01:44,0.0011531085570587647,-0.0011531085570587647,2010-01-05 15:30:16,1
31,2010-01-05 06:48:24,2010-01-06 07:01:44,0.0011711286559412683,-0.0011711286559412683,2010-01-05 07:42:18,-1
32,2010-01-05 06:50:45,2010-01-06 07:01:44,0.001218114701721726,-0.001218114701721726,2010-01-05 07:19:39,-1
33,2010-01-05 07:00:56,2010-01-06 07:01:44,0.0012548185571116524,-0.0012548185571116524,2010-01-05 07:19:39,-1
34,2010-01-05 07:13:34,2010-01-06 07:17:08,0.0012459158170196102,-0.0012459158170196102,2010-01-05 15:30:16,1
35,2010-01-05 07:19:39,2010-01-06 07:24:25,0.0012324611622595984,-0.0012324611622595984,2010-01-05 15:30:16,1
36,2010-01-05 07:27:47,2010-01-06 07:28:11,0.0012145034244375663,-0.0012145034244375663,2010-01-05 15:30:16,1
37,2010-01-05 07:33:41,2010-01-06 07:43:30,0.0012012742609165369,-0.0012012742609165369,2010-01-05 15:30:16,1
38,2010-01-05 07:42:18,2010-01-06 07:43:30,0.0011842963458451377,-0.0011842963458451377,2010-01-05 15:30:16,1
39,2010-01-05 07:44:40,2010-01-06 08:00:43,0.0011703014351974027,-0.0011703014351974027,2010-01-05 15:30:16,1
40,2010-01-05 07:54:29,2010-01-06 08:00:43,0.0011666665362850045,-0.0011666665362850045,2010-01-05 15:30:16,1
41,2010-01-05 08:05:04,2010-01-06 08:11:26,0.001172621764567352,-0.001172621764567352,2010-01-05 15:30:16,1
42,2010-01-05 15:30:16,2010-01-06 15:55:11,0.0011829589530794706,-0.0011829589530794706,2010-01-05 19:49:50,-1
43,2010-01-05 15:44:32,2010-01-06 15:55:11,0.0016628169530243648,-0.0016628169530243648,2010-01-05 20:29:12,-1
44,2010-01-05 17:49:08,2010-01-06 18:09:41,0.0020247434730093373,-0.0020247434730093373,2010-01-06 02:33:32,-1
45,2010-01-05 18:16:12,2010-01-06 18:17:23,0.002250955681764977,-0.002250955681764977,2010-01-06 03:44:01,-1
46,2010-01-05 18:59:52,2010-01-06 20:23:56,0.0024176114758458355,-0.0024176114758458355,2010-01-06 03:44:01,-1
47,2010-01-05 19:49:50,2010-01-06 20:23:56,0.0026410060932405763,-0.0026410060932405763,2010-01-06 18:30:12,1
48,2010-01-05 20:29:12,2010-01-06 21:50:47,0.002887954937322922,-0.002887954937322922,2010-01-06 15:55:11,1
49,2010-01-05 22:01:33,2010-01-06 23:14:20,0.0030649007511492094,-0.0030649007511492094,2010-01-06 23:14:20,0
